Last Name;First Name;Position_cat4;Position;Team;Nat;Ht;Wt;Hand;GP;G;A;A1;A2;PTS;Plus_min;E_plus_min;PIM;Shifts;TOI;TOI_2;TOI/GP;TOI%;IPP%;SH%;SV%;PDO;F/60;A/60;Pct%;Diff;Diff/60;iCF;iFF;iSF;ixG;iSCF;iRB;iRS;iDS;sDist;sDist_2;Pass;iHF;iHA;iHDf;iMiss;iGVA;iTKA;iBLK;BLK%;iFOW;iFOL;FO%;%FOT;dzFOW;dzFOL;nzFOW;nzFOL;ozFOW;ozFOL;FOW.Up;FOL.Up;FOW.Down;FOL.Down;FOW.Close;FOL.Close;OTG;1G;GWG;ENG;PSG;PSA;G.Bkhd;G.Dflct;G.Slap;G.Snap;G.Tip;G.Wrap;G.Wrst;CBar ;Post;Over;Wide;S.Bkhd;S.Dflct;S.Slap;S.Snap;S.Tip;S.Wrap;S.Wrst;iPenT;iPenD;iPENT;iPEND;iPenDf;NPD;Min;Maj;Match;Misc;Game;CF;CA;FF;FA;SF;SA;xGF;xGA;SCF;SCA;GF;GA;RBF;RBA;RSF;RSA;DSF;DSA;FOW;FOL;HF;HA;GVA;TKA;PENT;PEND;OPS;DPS;PS;SOS;SOG;SOGDG;OTOI;Grit;DAP;Pace;GS;GS/G
Falk;Justin;Defense;D;BUF;CAN;77;222;L;52;0;8;2;6;8;-3;1.8;29;1079;42738;712.3;13.7;0.25;0.42;0.06;0.928;983;1.6;2.27;0.41;-8;-0.67;86;58;33;1.7;2;1;2;3;55.1;45.7;63.1;101;59;42;25;22;7;40;0.06;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;20;1;0;12;8;0;0;12;13;2;13;1;-11;-6.6;12;1;0;0;0;606;664;464;509;344;376;26.6;32.1;78;108;19;27;20;27;28;31;48;58;323;330;369;261;89;62;56;41;0;1.5;1.5;;;;2088.63;171;9;107;7.9;0.15
Farnham;Bobby;Right wing;RW;MTL;USA;70;190;L;3;0;0;0;0;0;0;-0.3;17;43;1489;24.7;8.27;0.17;0.00;0.00;1;1000;0;0;0.00;0;0;4;4;4;0.4;3;0;0;0;26.8;26.2;0;8;3;5;0;0;0;2;0.06;1;0;1.00;0.06;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;3;0;1;1;-3;0;1;1;0;0;1;17;35;14;24;11;20;1.2;1.3;7;3;0;0;0;2;1;3;1;5;9;9;23;15;1;1;3;5;-0.1;0;0;;;;125.01;28;8;126.3;-0.6;-0.2
Fasching;Hudson;Right wing;RW;BUF;USA;74;209;R;10;0;1;1;0;1;-1;-0.6;2;145;6245;104.1;10.42;0.21;1.00;0.02;0.965;986;0.58;1.15;0.33;-1;-0.58;13;9;6;1;4;0;1;1;15.8;15.8;82;17;6;11;3;1;1;2;0.02;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;5;1;2;1;2;1;0;1;0;0;0;0;87;89;67;72;47;57;3.7;4.3;15;11;1;2;1;4;4;3;5;7;42;41;61;38;12;8;5;4;-0.2;0.1;-0.1;;;;391;21;18;101.5;1.3;0.13
Fast;Jesper;Right wing;RW/LW;NYR;SWE;72;190;R;68;6;15;10;5;21;6;-1;16;1409;56290;935;13.8;0.25;0.58;0.10;0.916;1011;2.31;2.57;0.47;-4;-0.26;101;81;56;7.6;33;5;4;9;20.8;19;210.3;99;95;4;25;21;29;44;0.05;17;27;0.39;0.05;3;0;7;19;7;8;0;10;9;8;13;17;0;0;1;0;0;0;0;0;0;1;4;0;1;0;1;3;21;1;0;1;6;15;2;31;7;7;8;8;0;-1.1;7;0;0;0;0;721;910;537;660;379;476;32.6;42.2;118;165;36;40;15;24;40;48;55;72;418;412;407;363;165;119;55;45;0.4;1.1;1.5;;;;2871.35;159;18.3;104.7;19;0.28
Faulk;Justin;Defense;D;CAR;USA;72;215;R;75;17;20;11;9;37;-18;2.4;32;1987;104133;1704.1;23.13;0.39;0.53;0.07;0.91;984;2.46;2.39;0.51;2;0.07;442;306;225;12.1;19;6;11;17;48.9;45;192;117;67;50;93;45;53;84;0.06;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;2;7;0;0;8;1;5;7;80;1;1;80;73;0;0;70;15;13;14;9;-2;4.5;15;0;0;0;0;1802;1381;1340;1067;940;753;96.7;69.3;331;238;70;68;89;61;87;81;176;142;865;747;569;530;290;285;72;89;3.8;2.8;6.6;;;;2672.51;233;11.3;112.1;46.5;0.63
Fayne;Mark;Defense;D;EDM;USA;75;212;R;4;0;2;2;0;2;1;0.4;0;56;1900;31.7;7.92;0.19;1.00;0.11;0.944;1056;3.79;1.89;0.67;1;1.89;7;7;4;0.2;0;0;0;0;48.5;44.8;32;1;6;-5;3;2;0;2;0.08;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;2;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;32;25;25;19;18;18;1.1;1.1;4;4;2;1;0;0;1;0;1;0;19;14;10;19;6;2;3;2;0.2;0.1;0.3;;;;136.83;3;0;108;2.3;0.58
Fedun;Taylor;Defense;D;BUF;CAN;73;198;R;27;0;7;3;4;7;3;0;16;528;21649;360.9;13.37;0.24;0.44;0.09;0.948;1035;2.66;1.33;0.67;8;1.33;45;32;24;1;1;0;3;3;56.7;44.4;50.6;7;23;-16;8;9;5;20;0.07;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;6;1;0;0;17;8;0;7;0;-8;-4.9;8;0;0;0;0;361;273;259;210;184;153;15.2;13.3;43;42;16;8;8;13;20;16;28;29;135;170;161;134;55;36;22;25;0.3;1.2;1.5;;;;1119.93;43;1.5;105.4;8.8;0.32
Fehr;Eric;Center;C/RW;PIT/TOR;CAN;76;212;R;53;6;5;3;2;11;2;1.5;14;897;34751;578.2;10.93;0.20;0.61;0.08;0.92;999;1.87;2.8;0.40;-9;-0.93;97;79;62;6.5;19;4;3;7;25.2;22.4;69.5;82;51;31;17;10;24;35;0.05;79;75;0.51;0.27;26;43;34;19;19;13;28;25;29;33;42;42;0;0;3;1;0;0;0;0;0;1;1;0;4;0;2;2;13;6;0;3;8;3;0;42;7;2;6;2;-5;-4;7;0;0;0;0;388;667;302;460;228;337;20.1;32.5;59;111;18;27;19;33;13;18;32;51;299;272;330;303;56;61;32;31;0.2;0.5;0.7;;;;2272.45;131;15.1;109.5;7.5;0.14
Ferland;Micheal;Left wing;LW/RW;CGY;CAN;74;208;L;76;15;10;6;4;25;-1;-1.4;50;1291;52736;878.6;11.57;0.23;0.68;0.09;0.921;1010;2.53;2.32;0.52;3;0.2;172;145;106;11.1;41;7;16;23;28;27.4;117.7;149;52;97;39;38;36;26;0.03;3;4;0.43;0.01;0;2;1;2;2;0;0;0;1;3;3;2;0;3;1;0;0;0;2;0;2;4;1;0;6;0;0;3;36;10;1;9;12;5;0;69;12;7;11;10;-5;-0.5;5;6;0;1;0;813;781;586;601;419;433;37.9;36.1;130;127;37;34;36;34;46;50;82;84;438;439;415;249;139;106;68;53;1.9;1;2.9;;;;2993.79;231;37;108.9;26.2;0.35
Fiala;Kevin;Left wing;LW;NSH;CHE;70;193;L;54;11;5;3;2;16;1;6.6;18;1016;43780;729;13.52;0.25;0.70;0.06;0.935;991;1.89;1.65;0.54;3;0.25;183;146;114;11.5;41;6;12;18;26.1;26.4;97.7;44;51;-7;32;27;39;14;0.02;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;3;0;0;0;1;0;7;0;0;6;26;11;0;4;15;3;1;80;9;8;10;7;-1;-1.5;9;0;0;0;0;775;593;581;449;418;310;35.8;24.1;112;74;23;20;29;15;46;33;75;48;354;323;241;280;106;98;49;44;1;0.8;1.8;;;;2161.83;76;9.2;112.6;26.6;0.49
Fiddler;Vernon;Center;C/LW;N.J/NSH;CAN;71;205;L;59;2;2;1;1;4;-15;-6.3;66;1070;41249;681.9;11.55;0.21;0.33;0.06;0.896;952;1.06;3.7;0.22;-30;-2.64;87;70;48;3.8;13;1;5;6;30.6;28.4;47.4;57;64;-7;24;21;12;33;0.04;370;319;0.54;0.90;196;173;125;96;46;49;98;98;164;133;215;185;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;23;4;0;6;15;2;0;21;21;20;20;14;-1;-5.1;17;2;0;2;0;402;750;310;554;214;402;16.3;36.1;54;110;12;42;11;28;19;19;30;47;398;357;280;269;82;63;60;48;-1.3;0.3;-0.9;;;;2551.18;158;4.1;101.4;-3;-0.05
Filppula;Valtteri;Center;C/LW;PHI/T.B;FIN;72;196;L;79;12;30;21;9;42;-1;-4.1;26;1773;82505;1374.5;17.4;0.30;0.66;0.09;0.904;998;2.79;2.97;0.49;-4;-0.17;147;128;97;9.9;33;9;8;17;27.3;24.4;400.9;26;83;-57;31;39;30;39;0.03;556;606;0.48;0.83;201;245;194;221;161;140;172;187;187;188;322;368;0;2;1;2;0;0;2;0;0;0;3;0;7;0;2;6;23;13;1;5;10;11;1;56;13;11;13;10;-2;0.7;13;0;0;0;0;1213;1265;929;958;679;709;58.9;62.1;181;212;64;68;47;44;51;70;98;114;676;726;393;485;217;121;84;84;2.1;1.6;3.7;2;0;0;3231.48;91;4.3;108.2;32.9;0.42
Fischer;Christian;Right wing;RW;ARI;USA;74;214;R;7;3;0;0;0;3;0;-1.2;0;115;5177;86.3;12.33;0.23;1.00;0.12;0.932;1052;2.09;2.09;0.50;0;0;15;12;10;0.5;1;0;0;0;40.8;33.2;0;9;2;7;2;3;0;0;0.00;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;1;2;0;0;7;0;0;0;0;0;0;0;0;0;0;0;55;87;37;64;25;44;1.9;3.8;4;6;3;3;2;3;0;6;2;9;47;31;43;27;8;4;3;2;0.4;0.1;0.5;;;;283.2;9;0;98.7;1.5;0.21
Fisher;Mike;Center;C;NSH;CAN;73;216;R;72;18;24;17;7;42;1;2.2;55;1688;71785;1195.3;16.62;0.28;0.67;0.10;0.899;1000;3.16;2.86;0.53;6;0.3;194;163;120;13.2;50;11;13;24;26.8;25.5;310.2;160;43;117;43;19;21;64;0.06;703;577;0.55;0.97;297;247;177;150;229;180;188;159;268;196;449;388;0;3;3;3;0;0;2;0;0;1;5;1;9;2;0;4;37;16;0;5;19;8;3;69;18;5;16;4;-13;-11.1;14;3;0;1;0;1107;1089;837;811;628;567;55.4;51.2;173;162;63;57;45;33;58;41;103;74;728;593;437;359;157;115;69;66;3.4;1.3;4.7;;;;3060.99;282;12.9;110.2;42.2;0.59
Flynn;Brian;Center;C/RW;MTL;USA;73;183;R;51;6;4;3;1;10;2;-2;4;966;36921;614.8;12.07;0.22;0.50;0.09;0.915;1008;1.95;2.54;0.44;-6;-0.59;92;67;47;4.7;15;6;8;14;31.5;25.1;67.3;20;52;-32;20;15;13;29;0.05;69;80;0.46;0.23;36;48;13;21;20;11;18;28;28;27;35;48;0;1;0;0;0;0;2;0;0;0;0;0;4;0;3;0;17;5;0;1;3;3;0;35;2;4;2;4;2;1.9;2;0;0;0;0;444;615;322;415;216;307;18.6;27.2;55;79;20;26;15;20;34;34;49;54;353;291;203;284;107;63;27;30;0;0.8;0.8;2;1;0;2210.31;53;16.5;103.4;10.7;0.21
Foligno;Marcus;Left wing;LW;BUF;CAN;75;228;L;80;13;10;4;6;23;-1;-2.5;73;1592;74264;1235.9;15.47;0.28;0.56;0.07;0.934;1008;1.99;2.18;0.48;-4;-0.19;175;139;97;10.6;45;5;12;17;32.2;29.1;109.6;279;90;189;42;35;33;57;0.05;1;4;0.20;0.00;1;3;0;0;0;1;0;2;0;2;1;2;0;2;0;2;0;0;3;0;1;0;0;0;9;0;2;7;33;12;3;5;15;5;2;55;23;22;22;22;-1;4;14;9;0;0;0;1015;1228;797;927;551;681;44.6;53.9;138;162;41;45;28;41;59;51;87;92;534;645;597;398;165;105;82;64;0.5;1.5;2.1;;;;3265.02;418;22.3;108.9;20.4;0.25
Foligno;Nick;Left wing;LW/RW;CBJ;USA;72;205;L;79;26;25;14;11;51;-4;2.7;55;1854;87336;1452.2;18.43;0.31;0.65;0.10;0.914;1012;3.26;2.27;0.59;24;0.99;280;241;185;23.1;91;21;16;37;25.8;24.5;249.3;157;79;78;56;35;44;50;0.04;41;48;0.46;0.06;7;11;8;16;26;21;16;19;12;13;23;22;1;4;5;0;0;0;3;1;0;6;3;1;12;2;0;4;50;31;1;9;47;10;6;81;23;34;21;27;11;3.5;20;3;0;0;0;1470;1174;1113;893;808;639;77.6;57.3;276;186;79;55;68;40;56;38;124;78;697;763;415;365;168;161;62;86;4.6;1.3;5.9;;;;3173.69;265;10.1;109.2;53.9;0.68
Folin;Christian;Defense;D;MIN;SWE;75;204;R;51;2;6;2;4;8;10;2.5;26;1034;45700;760.5;14.93;0.28;0.26;0.09;0.935;1023;2.45;2.21;0.53;3;0.24;94;57;39;1.4;0;3;3;6;63.1;51.1;43;69;97;-28;18;15;9;59;0.08;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;17;1;0;16;4;0;0;18;13;5;13;4;-8;-3.4;13;0;0;0;0;626;783;473;597;352;432;26.6;32.4;84;105;31;28;29;25;29;26;58;51;378;369;236;322;72;90;36;37;0.2;2.1;2.3;;;;1944.57;154;6;111.2;6.6;0.13
Forbort;Derek;Defense;D;L.A;USA;76;216;L;82;2;16;6;10;18;8;4.1;54;2221;98971;1647.6;20.12;0.35;0.35;0.07;0.925;998;1.89;2.15;0.47;-7;-0.25;212;142;100;3.4;2;10;11;21;55.9;50;163;180;150;30;42;73;9;159;0.10;1;0;1.00;0.00;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;3;3;36;0;0;32;13;0;0;55;19;12;18;14;-7;1.3;16;2;0;0;1;1355;1522;1001;1141;713;790;62.9;75.8;207;263;52;59;68;66;70;90;138;156;819;856;787;684;260;104;92;89;0.1;5.5;5.6;;;;3007.47;395;11.8;104.8;31.1;0.38
Forsbacka Karlsson;Jakob;Center;C;BOS;SWE;73;184;R;1;0;0;0;0;0;0;0.4;0;13;505;8.4;8.42;0.16;0.00;0.00;1;1000;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;1;0.20;1;1;0.50;0.67;1;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;5;3;3;2;0.4;0;2;0;0;0;0;0;1;0;1;0;1;2;7;2;0;1;0;2;0;0;0;;;;44.24;1;0;85.5;0.2;0.15
Forsberg;Filip;Left wing;LW/C/RW;NSH;SWE;73;205;R;82;31;27;17;10;58;-4;2.7;32;2080;91109;1508.1;18.52;0.31;0.70;0.10;0.905;1001;3.3;2.75;0.55;14;0.56;467;362;234;25.4;76;18;30;48;31.3;28;307.5;97;88;9;127;62;76;26;0.02;5;13;0.28;0.01;1;1;0;2;4;10;1;3;0;7;5;5;1;3;9;1;0;0;2;0;3;8;1;0;17;1;6;23;97;19;0;36;41;5;4;129;15;23;14;21;8;3.3;15;0;0;0;0;1624;1290;1227;1006;861;724;77.6;61.6;241;200;83;69;57;38;75;62;132;100;848;800;382;446;245;198;69;94;5.8;1.4;7.2;3;0;0;3370.18;155;11.5;115.9;70.9;0.86
Forsling;Gustav;Defense;D;CHI;SWE;72;186;L;38;2;3;2;1;5;3;-4.5;4;734;33787;562.5;14.82;0.28;0.25;0.08;0.944;1021;2.13;1.71;0.56;4;0.43;121;66;48;1.8;1;0;7;7;53;52.4;53;16;59;-43;18;27;5;17;0.04;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;2;16;1;0;34;1;0;0;12;2;3;2;3;1;4.1;2;0;0;0;0;487;489;339;377;260;284;22.1;25;82;89;20;16;15;23;30;30;45;53;227;272;151;349;92;60;21;24;0.1;1.3;1.3;;;;1475.38;37;10.5;104.1;7.3;0.19
Fowler;Cam;Defense;D;ANA;USA;73;207;L;80;11;28;12;16;39;7;5.4;20;2258;119271;1973.8;24.85;0.41;0.39;0.10;0.919;1018;3.01;2.4;0.56;20;0.61;372;248;186;10.6;19;4;7;11;45.5;42.7;230;29;128;-99;62;68;30;134;0.07;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;4;3;0;0;4;1;4;4;53;3;0;67;24;3;2;87;10;7;9;6;-3;5.2;10;0;0;0;0;1914;1851;1446;1398;996;970;107.2;94.4;366;324;99;79;89;80;88;68;177;148;1209;909;610;638;315;162;115;108;3.1;5.2;8.3;3;1;0;2825.88;183;5.9;114.4;45.8;0.57
Franson;Cody;Defense;D;BUF;CAN;77;224;R;68;3;16;6;10;19;-5;4.5;34;1648;75408;1254.8;18.48;0.32;0.41;0.07;0.925;997;2.2;2.2;0.50;0;0;200;133;93;3.4;3;3;9;12;53.1;50;148.9;87;47;40;40;30;14;68;0.06;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;3;2;35;1;0;35;29;0;0;28;17;5;17;3;-12;-7.2;17;0;0;0;0;1126;1074;861;822;640;611;53.1;48.8;165;157;46;46;49;37;57;45;106;82;564;594;442;367;162;123;61;53;0.9;2.7;3.6;;;;2652.01;189;5.9;105.2;21.1;0.31
Frk;Martin;Right wing;RW;CAR;CZE;73;194;R;2;0;0;0;0;0;-3;-0.2;0;26;1000;16.6;8.33;0.18;0.00;0.00;0.7;700;0;10.82;0.00;-3;-10.82;3;2;1;0.1;0;0;0;0;40;49.7;0;3;2;1;1;1;0;1;0.08;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;-1;0;0;0;0;0;11;13;6;12;4;10;0.2;0.5;0;0;0;3;1;0;0;1;1;1;4;6;10;4;1;2;1;1;0;-0.1;-0.2;;;;74.31;4;0;86.5;-0.6;-0.29
Froese;Byron;Center;C;T.B/TOR;CAN;72;205;R;6;0;0;0;0;0;-3;-0.5;5;95;3798;63.3;10.55;0.19;0.00;0.00;0.885;885;0;2.84;0.00;-3;-2.84;9;7;6;0.4;1;0;0;0;36.5;38.8;0;3;5;-2;1;2;3;4;0.06;26;30;0.46;1.00;10;12;8;7;8;11;13;18;1;0;17;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;3;1;0;1;0;-1;-0.9;0;1;0;0;0;54;64;43;39;27;26;2.1;3.1;6;10;0;3;1;3;0;1;1;4;26;30;40;34;10;4;7;8;-0.2;-0.1;-0.2;;;;265.35;13;0;111.8;-0.6;-0.11
Frolik;Michael;Right wing;RW/C;CGY;CZE;73;194;L;82;17;27;11;16;44;13;7.8;58;1863;84044;1397.8;17.08;0.29;0.63;0.09;0.907;999;3;2.53;0.54;11;0.47;352;271;202;17.9;56;13;27;40;32.6;27.8;198.8;60;90;-30;69;38;45;48;0.04;13;16;0.45;0.02;6;5;1;6;6;5;2;3;4;6;11;10;1;4;1;0;0;0;2;1;0;0;0;0;14;1;2;8;58;36;1;13;20;6;0;126;24;7;24;6;-17;-13;23;0;0;1;0;1397;1207;1040;904;760;633;66.9;65.8;213;235;70;59;61;46;89;57;150;103;698;785;341;340;210;180;100;82;2.7;2.2;4.9;;;;3349.09;166;4.6;111.8;56.1;0.68
Gaborik;Marian;Right wing;RW;L.A;SVK;73;205;L;56;10;11;9;2;21;-4;9.4;18;1072;49693;827.7;14.78;0.27;0.60;0.07;0.919;992;2.54;2.03;0.56;7;0.51;216;169;123;12.5;45;8;8;16;27.2;25;242;21;35;-14;46;24;7;15;0.02;0;1;0.00;0.00;0;0;0;0;0;1;0;0;0;1;0;1;0;3;3;0;0;0;2;0;0;1;0;0;7;1;3;7;35;11;0;11;21;9;0;71;9;5;9;5;-4;-3;9;0;0;0;0;921;634;688;479;480;344;46.3;29.5;151;89;35;28;47;27;35;37;82;64;436;362;342;354;117;48;43;43;1.1;1.1;2.2;3;0;0;2291.81;54;3.1;112.7;32.7;0.58
Gabriel;Kurtis;Right wing;RW;MIN;CAN;76;211;R;13;0;1;0;1;1;0;-0.6;29;118;4539;75.6;5.82;0.13;0.50;0.09;0.957;1043;1.59;1.59;0.50;0;0;6;5;3;0.3;1;0;0;0;39.3;29.2;0;26;14;12;2;3;0;1;0.01;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;1;7;0;6;3;-7;-3;2;5;0;0;0;41;84;32;68;23;46;2.1;3;7;8;2;2;0;1;0;5;0;6;33;39;46;35;13;7;8;6;-0.1;0.1;0;;;;507.86;61;13;99.2;-1.8;-0.14
Gagner;Sam;Center;C/RW;CBJ;CAN;71;200;R;81;18;32;21;11;50;10;14.8;22;1428;66654;1110.1;13.72;0.25;0.68;0.10;0.923;1026;4;1.78;0.69;41;2.22;306;241;179;17.9;67;14;16;30;34.4;29.8;344;22;62;-40;62;27;17;16;0.02;202;223;0.48;0.44;43;40;37;53;122;130;59;78;65;60;133;140;0;4;1;1;0;0;2;0;3;4;4;0;5;0;3;8;51;13;1;27;42;15;1;80;11;12;11;11;1;3.5;11;0;0;0;0;1275;814;957;597;715;426;73.1;37.8;272;124;74;33;65;25;46;31;111;56;481;491;312;330;128;99;57;66;4.6;1.5;6.1;4;2;1;3429.2;60;3.5;112.9;55.6;0.69
Galchenyuk;Alex;Center;C/LW;MTL;USA;73;210;L;61;17;27;16;11;44;-5;-4.3;24;1276;58303;970.3;15.92;0.28;0.73;0.11;0.911;1021;3.71;2.72;0.58;16;0.99;198;150;104;11.7;45;10;15;25;27.3;25.2;282.8;36;84;-48;46;34;17;32;0.04;274;368;0.43;0.72;32;60;91;129;151;179;75;89;92;139;172;227;5;3;6;1;0;0;1;0;5;2;1;0;8;1;1;6;38;9;0;8;18;3;2;64;11;7;12;6;-4;-2.3;11;0;0;0;0;1028;855;763;645;541;492;51.9;41.8;180;135;60;44;56;35;59;62;115;97;382;511;380;455;188;85;55;46;4;0.9;4.9;2;0;0;2506.06;92;4.8;116.4;37.5;0.61
Gallagher;Brendan;Right wing;RW;MTL;CAN;69;182;R;64;10;19;11;8;29;7;9.7;39;1353;57965;966.1;15.1;0.27;0.59;0.08;0.939;1021;3.04;1.55;0.66;24;1.49;326;242;187;20.1;74;23;23;46;25.9;25.7;318.3;69;132;-63;55;25;33;15;0.02;30;44;0.41;0.07;2;0;3;9;25;35;9;8;12;17;21;28;0;2;2;0;0;0;0;0;0;2;3;1;4;0;3;3;49;20;1;10;21;14;2;119;15;20;17;15;5;0.7;14;1;0;0;0;1113;770;828;559;600;410;55;36.6;193;129;49;25;54;31;65;61;119;92;527;497;348;483;176;110;61;64;1.6;1.4;3;;;;2633.43;124;7.3;117;44.7;0.7
Garbutt;Ryan;Center;C/LW;ANA;CAN;72;195;L;27;2;1;0;1;3;-3;-2.3;20;407;14837;247;9.17;0.17;0.43;0.07;0.906;979;1.7;3.16;0.35;-6;-1.46;57;43;26;1.9;7;1;5;6;34.5;38.3;0;53;26;27;17;3;3;12;0.05;7;4;0.64;0.05;1;0;3;0;3;4;0;0;6;4;4;3;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;17;2;0;3;7;1;0;13;10;4;10;4;-6;-5;10;0;0;0;0;183;265;144;198;97;139;6.9;10.8;23;38;7;13;3;4;9;13;12;17;100;128;174;119;31;11;38;23;-0.1;0.2;0;1;0;0;1189.98;85;5.6;108.8;1;0.04
Gardiner;Jake;Defense;D;TOR;USA;74;200;L;82;9;34;14;20;43;24;7.8;34;2183;105945;1751.2;21.3;0.37;0.39;0.11;0.933;1041;3.77;1.88;0.67;55;1.88;326;190;127;6.6;11;8;14;22;53.6;48.4;236.5;69;NA;NA;63;79;44;83;0.06;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;3;3;0;0;3;1;1;6;55;1;0;57;36;0;1;32;17;7;18;7;-10;-1.2;17;0;0;0;0;1953;1520;1469;1182;1024;825;101.7;72.4;361;226;110;55;49;43;102;80;151;123;851;811;568;840;278;248;105;93;3.6;5.1;8.7;;;;2997.16;186;6.6;119;48.8;0.59
Garrison;Jason;Defense;D;T.B;CAN;73;218;L;70;1;8;6;2;9;-8;-8.5;14;1685;77969;1298;18.57;0.33;0.24;0.07;0.91;979;1.71;3;0.36;-28;-1.29;193;151;96;3.8;2;5;5;10;53.9;50.4;148.5;93;94;-1;55;33;8;91;0.07;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;11;44;2;0;38;8;1;0;47;7;3;7;3;-4;1.6;7;0;0;0;0;977;1302;761;985;537;720;40.5;58.5;119;181;37;65;27;41;50;62;77;103;645;692;512;475;185;122;63;69;-0.5;2.3;1.8;;;;2667.05;198;14.4;105.3;12.6;0.18
Gaudet;Tyler;Center;C;ARI;CAN;75;205;L;4;0;1;1;0;1;0;-0.8;0;71;3117;51.9;12.98;0.24;1.00;0.10;0.935;1035;1.16;2.31;0.33;-1;-1.16;9;6;3;0.4;1;1;0;1;59;26.4;19;3;1;2;3;0;0;1;0.02;14;21;0.40;0.81;5;15;7;3;2;3;2;7;10;10;6;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;22;68;15;52;10;31;0.7;3.2;2;13;1;2;1;2;0;2;1;4;17;26;27;18;4;6;2;4;0;0.1;0;;;;163.61;4;0;104.1;-0.5;-0.14
Gaudreau;Frederick;Center;C;NSH;CAN;72;179;R;9;0;1;0;1;1;1;0.2;0;118;4678;77.8;8.67;0.18;0.25;0.09;0.925;1010;3.09;2.31;0.57;1;0.77;12;9;8;0.8;3;2;1;3;29;28.5;0;1;5;-4;1;1;2;5;0.06;4;8;0.33;0.14;1;2;1;2;2;4;0;0;2;4;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;3;0;0;2;0;1;0;1;1;1;0;0;0;0;0;82;81;60;53;47;40;3.6;2.5;11;6;4;3;5;0;5;3;10;3;39;49;32;44;9;6;6;2;-0.1;0.1;0;;;;366.96;6;0;125.7;1.7;0.18
